"easting","northing","cityBlockNum","CU","PE","oanimal","I.NO","P.NO","open","infested","inspector","fitSet"
234389.556223,8183232.275156,1982,0,0,0,0,0,0,0,17,1
234389.966366,8183494.014148,1953,1,1,0,1,0,1,0,46,1
234390.130466,8182997.281147,188,0,0,0,0,0,0,0,18,1
234390.354614,8182761.641523,84,0,0,0,0,0,0,0,35,1
234390.452358,8183374.273372,1962,0,1,0,1,0,1,0,6,1
234390.570681,8183189.008578,1985,1,1,0,0,0,1,0,4,1
234390.580787,8183649.612553,1924,0,0,0,1,0,1,0,38,1
234390.645789,8183554.777698,1922,0,0,0,1,0,1,1,4,1
234390.762592,8183250.240488,1982,0,0,0,0,0,0,0,35,1
234392.004768,8181258.903717,1020,0,0,0,0,0,0,0,5,0
234392.641803,8183683.985116,2028,0,0,0,0,0,0,0,35,1
234393.035141,8182903.888532,186,1,1,1,1,0,1,0,1,1
234393.211058,8183626.091875,1923,1,1,0,1,1,1,0,1,1
234393.257203,8183079.603304,157,0,1,1,1,0,1,0,34,1
234393.291716,8181445.733541,1023,0,0,1,1,1,1,0,24,0
234393.503412,8182753.489829,84,0,1,1,1,0,1,0,48,1
234393.795896,8182829.752766,186,1,1,1,1,0,1,0,4,1
234394.405828,8182820.601377,186,0,1,0,1,0,1,0,46,1
234395.556561,8182988.171412,188,0,1,0,1,0,1,0,39,1
234395.576996,8182743.54184,84,1,1,1,0,0,1,0,48,1
234395.58971,8182810.956122,186,1,1,0,1,0,1,0,42,1
234395.916035,8183599.963087,1923,1,1,1,1,0,1,0,4,1
234396.484387,8183676.914635,2028,0,1,0,1,0,1,0,22,1
234396.52722,8182893.823154,186,1,0,1,1,0,1,0,38,1
234396.541221,8181424.652657,1022,0,1,1,0,0,1,1,18,0
234396.873704,8183223.449193,1982,0,1,0,1,1,1,1,40,1
234397.137522,8181457.183157,1023,0,1,0,0,0,1,0,10,0
234397.345766,8183181.240894,1985,0,0,0,1,1,1,0,35,1
234397.351812,8183367.24019,1962,0,0,0,0,0,0,0,7,1
234397.720316,8181406.048424,1022,0,1,1,0,0,1,1,18,0
234398.12843,8183069.682808,157,0,0,1,1,0,1,0,17,1
234398.338989,8181414.188289,1022,0,1,0,1,0,1,0,18,0
234398.535671,8183281.95777,1981,0,1,0,1,0,1,0,4,1
234398.607763,8183576.361845,1922,0,0,0,1,0,1,0,45,1
234398.832598,8183493.245545,1953,0,1,1,1,1,1,0,29,1
234399.492151,8183257.489924,1982,0,0,1,0,0,1,0,32,1
234400.034299,8181375.597822,1021,0,1,1,1,0,1,0,5,0
234400.192471,8182979.331482,188,0,1,1,1,1,1,0,39,1
234400.557141,8182885.052832,186,0,1,0,1,0,1,0,38,1
234401.113989,8183651.002655,1924,0,0,0,1,0,1,0,38,1
234401.21477,8183009.141118,188,0,0,0,0,0,0,0,4,1
234401.399153,8183346.388299,1962,0,0,0,1,1,1,0,47,1
234401.697307,8183554.353124,1922,0,0,0,0,0,0,0,40,1
234401.807488,8183359.010591,1962,0,1,1,1,0,1,0,29,1
234401.875601,8181353.597794,1021,0,1,1,1,0,1,0,5,0
234402.225289,8182968.855802,188,1,1,0,1,0,1,0,1,1
234402.230751,8183308.475943,1961,0,1,0,0,0,1,0,1,1
234402.652253,8183629.265646,1923,0,1,1,1,0,1,0,38,1
234402.683509,8181396.619495,1022,0,1,0,1,0,1,0,18,0
234403.126741,8183174.253966,1985,0,1,0,1,1,1,0,4,1
234403.396664,8183213.906725,1982,0,0,0,0,0,0,0,44,1
234403.494137,8182960.472824,188,0,1,1,1,0,1,0,42,1
234403.64445,8181365.61571,1021,0,1,1,1,0,1,0,5,0
234403.666758,8181342.807566,1021,0,0,0,0,0,1,0,5,0
234403.757609,8182876.165293,186,0,1,1,1,0,1,0,38,1
234404.057636,8181331.871065,1021,0,0,0,0,0,0,0,5,0
234404.954454,8181307.47528,1021,0,0,0,1,1,1,0,30,0
234405.09833,8183601.77602,1923,0,1,0,1,1,1,0,1,1
234405.220368,8183064.50597,157,0,0,0,1,0,1,0,7,1
234405.630964,8183148.894392,1984,0,1,0,1,0,1,0,34,1
234405.800959,8181317.536095,1021,0,0,0,0,0,0,0,30,0
234406.064779,8183092.274527,157,0,0,0,1,1,1,0,7,1
234406.112769,8183516.499453,1953,0,0,0,0,0,0,0,39,1
234406.121084,8183248.20224,1982,1,1,0,1,1,1,1,34,1
234406.463758,8182786.170036,83,0,1,1,0,0,1,0,48,1
234406.88666,8182948.496559,188,0,1,0,1,0,1,0,7,1
234407.107937,8183687.902107,2027,0,0,0,0,0,1,0,22,1
234407.326983,8182776.347393,83,0,1,1,1,0,1,0,22,1
234407.619056,8183495.650106,1953,0,1,0,1,0,1,0,46,1
234408.037956,8182858.327132,186,0,1,0,1,1,1,0,2,1
234408.038759,8181235.943656,1138,0,0,0,0,0,0,0,29,0
234408.469202,8182847.232141,186,1,0,1,1,0,1,0,2,1
234408.805682,8182867.085174,186,0,0,0,1,0,1,0,1,1
234409.036146,8183579.526041,1922,0,0,0,1,0,1,0,4,1
234409.116893,8182769.414743,83,0,0,1,1,0,1,0,22,1
234409.384772,8181286.128359,1020,0,0,0,1,0,1,0,10,0
234409.649049,8183679.171676,2027,0,0,0,0,0,0,0,20,1
234409.810605,8181276.731312,1020,0,1,0,0,0,1,0,10,0
234410.167181,8182815.837789,186,0,0,1,1,0,1,0,39,1
234410.240982,8183315.042069,1961,1,1,0,1,1,1,0,39,1
234410.329243,8181220.785363,1138,0,0,0,0,0,0,0,15,0
234410.477796,8183302.759315,1961,0,0,0,0,0,0,0,14,1
234411.030831,8183012.752384,188,0,0,0,1,0,1,0,14,1
234411.478415,8183353.26176,1962,0,0,1,1,0,1,0,6,1
234411.49461,8182930.99761,188,1,1,1,1,0,1,0,7,1
234411.60067,8182938.985636,188,1,0,0,1,0,1,0,1,1
234411.642799,8183553.876352,1922,0,1,1,1,0,1,0,45,1
234411.768353,8182760.61791,83,1,1,1,1,0,1,0,22,1
234412.102192,8183207.729618,1982,0,1,1,1,0,1,0,18,1
234412.220004,8183629.510078,1923,0,1,1,1,1,1,0,28,1
234412.927744,8181268.023891,1020,0,0,1,0,0,1,0,10,0
234413.138286,8181259.123877,1020,0,1,0,0,0,1,0,30,0
234413.151903,8183241.008376,1982,0,1,0,1,0,1,0,38,1
234413.257124,8183084.4198,157,1,1,0,1,0,1,0,44,1
234413.50014,8183055.223459,157,0,1,0,1,0,1,0,7,1
234413.64202,8182837.261347,186,1,0,1,0,0,1,0,39,1
234414.991929,8182827.362915,186,0,0,0,1,0,1,0,14,1
234415.135238,8183293.601723,1961,0,0,0,0,0,0,0,7,1
234415.388728,8183692.096773,2027,0,1,1,0,0,1,0,20,1
234415.99877,8183605.068755,1923,0,1,0,0,0,1,0,28,1
234416.005978,8183519.006963,1953,1,0,0,1,0,1,0,36,1
234416.521539,8183004.300991,188,0,0,1,1,0,1,0,48,1
234416.789735,8182749.502534,83,0,1,1,0,0,1,0,14,1
234416.961903,8182994.747018,188,0,1,1,1,0,1,0,39,1
234417.174642,8183162.913377,1984,0,0,0,0,0,0,0,32,1
234417.214525,8183656.396216,1924,0,1,0,1,1,1,0,28,1
234417.269488,8183496.493042,1953,0,0,0,0,0,0,0,7,1
234417.548961,8183202.125377,1982,1,1,0,1,0,1,0,4,1
234417.783302,8183046.803895,157,0,1,1,1,0,1,0,7,1
234418.497275,8183579.950969,1922,1,0,1,1,1,1,0,40,1
234418.978385,8183320.142449,1961,0,0,0,1,0,1,0,6,1
234419.316587,8182909.80785,187,0,0,0,1,0,1,0,39,1
234420.231657,8183076.212464,157,0,1,1,1,0,1,0,14,1
234420.262539,8183284.036634,1961,1,1,1,1,0,1,0,47,1
234420.437451,8181450.721398,1024,0,1,0,1,0,1,0,10,0
234420.552805,8183234.120027,1982,0,1,0,0,0,1,0,38,1
234420.737641,8182987.460513,188,0,1,1,1,0,1,0,1,1
234421.052453,8181460.890518,1024,0,0,1,0,0,1,0,10,0
234421.140457,8182819.618259,186,0,1,0,1,1,1,0,39,1
234421.412106,8183698.52947,2027,0,1,1,1,0,1,1,20,1
234422.016474,8183553.598728,1922,0,0,0,0,0,0,0,19,1
234422.72399,8183627.305169,1923,0,1,1,1,0,1,1,1,1
234423.336923,8183195.199083,1982,1,1,0,1,0,1,1,4,1
234423.916694,8182977.474351,188,0,0,0,0,0,0,0,1,1
234424.204846,8182790.232947,83,1,1,0,1,0,1,0,22,1
234424.568668,8181439.196234,1024,0,1,0,1,0,1,0,10,0
234424.689167,8182902.159723,187,1,0,0,0,0,1,0,4,1
234424.74634,8183519.574079,1953,0,0,0,0,0,0,0,22,1
234425.222124,8183324.536207,1961,1,0,0,1,0,1,0,6,1
234425.582876,8182892.648967,187,0,1,0,1,0,1,0,38,1
234426.202047,8182968.107801,188,0,0,0,0,0,0,0,18,1
234426.534985,8183274.752827,1961,0,1,1,1,1,1,0,29,1
234427.005044,8182754.277294,83,0,1,0,0,0,1,0,48,1
234427.094074,8182882.29936,187,0,0,0,1,0,1,0,2,1
234427.190176,8181234.965731,1138,0,0,0,0,0,0,0,4,0
234427.216139,8183497.953251,1953,0,1,1,1,0,1,0,22,1
234427.32206,8183227.135549,1982,0,0,0,1,0,1,1,21,1
234427.525375,8181418.914743,1025,0,0,0,0,0,0,0,30,0
234427.70765,8183580.697697,1922,0,0,1,1,0,1,0,1,1
234427.909599,8181216.453651,1138,0,0,0,0,0,0,0,29,0
234427.967232,8181225.698674,1138,0,0,0,0,0,0,0,15,0
234428.075929,8183606.235712,1923,0,1,0,1,0,1,1,40,1
234428.290691,8183113.60056,156,1,1,1,1,0,1,0,17,1
234428.454946,8181410.812244,1025,1,1,0,1,0,1,1,16,0
234429.089589,8183042.92476,157,0,0,0,0,0,0,0,7,1
234429.28329,8181400.643219,1025,0,0,0,1,0,1,0,16,0
234429.718246,8183658.075155,1924,0,1,0,0,0,1,0,28,1
234429.804152,8182958.441794,188,0,0,0,0,0,0,0,4,1
234429.927582,8183071.13203,157,0,1,0,1,0,1,0,34,1
234430.568254,8183554.571362,1922,0,1,1,1,1,1,0,20,1
234430.680284,8183317.198926,1961,0,1,1,1,1,1,0,29,1
234430.816672,8182873.253681,187,1,1,0,1,0,1,0,38,1
234431.295495,8183267.674757,1961,0,1,0,1,1,1,1,31,1
234431.834405,8181391.305442,1025,0,1,0,0,0,1,1,18,0
234431.977511,8183702.188594,2027,0,0,0,0,1,1,0,20,1
234432.370636,8183021.444219,189,0,1,0,1,1,1,0,4,1
234432.468901,8182790.892755,83,1,1,1,1,0,1,0,48,1
234432.698953,8183629.538796,1923,1,1,1,1,0,1,1,38,1
234433.094224,8183178.384301,1983,0,0,0,0,0,0,0,32,1
234433.763972,8182853.63433,187,1,1,1,1,0,1,0,4,1
234433.95744,8182863.119319,187,0,0,0,0,0,0,0,19,1
234434.27803,8183522.139994,1953,1,1,0,1,1,1,0,4,1
234434.907559,8182938.592111,188,0,1,0,1,0,1,0,14,1
234435.030365,8182948.690215,188,0,1,0,1,1,1,0,14,1
234435.506943,8183107.856765,156,0,1,0,1,1,1,1,44,1
234435.695256,8183307.54344,1961,0,0,0,0,0,0,0,48,1
234436.329011,8183006.779979,189,0,0,0,0,0,0,0,46,1
234436.959446,8182757.577553,83,0,1,0,1,0,1,1,22,1
234437.080338,8183066.492398,157,1,1,0,1,1,1,0,20,1
234437.41177,8183606.743239,1923,0,0,0,1,0,1,0,4,1
234437.441798,8183497.684751,1953,0,1,0,1,0,1,0,39,1
234437.631486,8183261.100183,1961,0,1,1,1,1,1,1,31,1
234437.700583,8183217.160383,1982,0,0,0,1,1,1,0,34,1
234438.643839,8183582.356013,1922,0,1,0,1,0,1,0,1,1
234438.785244,8183704.786893,2027,0,0,0,0,0,0,0,20,1
234439.373916,8182917.332736,187,0,1,1,1,1,1,0,1,1
234439.693289,8182844.900561,187,1,0,1,1,0,1,0,2,1
234439.704064,8182776.915352,83,0,0,0,0,0,1,0,48,1
234440.360639,8183185.88917,1983,1,0,0,0,0,1,0,38,1
234440.395409,8182991.697626,189,1,0,1,1,0,1,0,2,1
234440.713245,8183558.291731,1922,0,1,0,1,1,1,0,1,1
234440.713879,8183253.302362,1961,0,1,1,1,1,1,0,31,1
234441.198957,8183657.28761,1924,0,0,0,0,0,0,0,38,1
234441.752986,8182835.214,187,0,1,1,1,0,1,0,7,1
234442.053943,8183127.83352,156,0,1,0,1,1,1,0,34,1
234442.541205,8183021.670962,189,0,0,1,1,0,1,0,4,1
234442.841849,8181450.633029,1024,1,1,1,0,0,1,0,10,0
234443.086643,8183631.010819,1923,0,1,1,1,0,1,0,45,1
234443.16012,8183099.867908,156,0,1,0,1,0,1,1,32,1
234443.593924,8183060.278166,157,1,0,1,1,0,1,0,45,1
234443.619448,8183299.91742,1961,1,0,0,1,0,1,0,46,1
234445.041152,8183190.585687,1983,0,1,1,0,0,1,0,38,1
234445.280867,8183611.309329,1923,0,1,1,1,0,1,0,38,1
234445.313257,8182826.463233,187,0,0,0,0,0,0,0,45,1
234445.52922,8183499.678906,1953,0,1,1,1,1,1,1,48,1
234445.667639,8182763.838064,83,0,1,1,1,0,1,1,48,1
234445.695651,8182909.750481,187,0,1,1,1,1,1,0,7,1
234445.706039,8183521.687956,1953,0,0,0,0,0,0,0,7,1
234445.837494,8181441.323219,1024,0,1,0,1,0,1,0,16,0
234446.442663,8181434.085697,1024,0,1,0,0,0,1,0,10,0
234447.160956,8181403.851007,1025,0,0,0,0,0,0,0,30,0
234447.843639,8181413.728756,1025,0,1,1,1,1,1,0,24,0
234447.863602,8182900.878415,187,0,0,0,1,0,1,0,7,1
234447.889715,8183091.860711,156,0,1,0,1,0,1,1,17,1
234448.28158,8181386.037969,1025,0,1,1,1,0,1,1,30,0
234448.307397,8183001.494145,189,0,1,1,1,0,1,0,7,1
234448.431159,8183121.705515,156,0,0,0,0,0,0,0,46,1
234448.646849,8182972.255172,190,1,1,0,1,0,1,0,14,1
234448.825859,8183245.1452,1961,0,0,0,0,0,0,0,39,1
234449.043961,8183291.262283,1961,0,0,1,1,0,1,0,46,1
234449.304384,8182801.370853,82,0,1,1,1,0,1,0,22,1
234449.481855,8183581.527479,1922,1,1,1,1,0,1,0,45,1
234450.284399,8182889.140556,187,1,1,0,1,0,1,0,38,1
234450.294552,8183054.730214,157,0,1,0,1,1,1,0,44,1
234450.754178,8181394.532283,1025,0,0,0,0,0,0,0,30,0
234450.907969,8183559.502093,1922,0,0,0,0,0,0,0,40,1
234451.001173,8181228.438615,1139,0,0,0,0,0,0,0,4,0
234451.28203,8182958.487338,190,0,1,0,1,1,1,0,4,1
234451.312612,8183199.387548,1983,0,1,0,1,0,1,1,38,1
234451.668879,8183656.731566,1924,0,1,1,1,1,1,0,29,1
234452.196145,8183023.358806,189,0,1,1,1,1,1,0,28,1
234452.198385,8182792.666471,82,1,0,1,1,0,1,0,22,1
234452.573005,8183631.759868,1923,0,1,1,1,0,1,0,38,1
234452.758498,8183047.755351,157,1,1,1,1,0,1,0,14,1
234454.101406,8182880.9703,187,0,0,0,0,0,1,0,14,1
234454.878518,8183610.646118,1923,0,1,0,0,0,1,1,38,1
234455.005962,8183283.725946,1961,0,0,0,0,0,0,0,22,1
234455.316604,8182945.011812,190,1,1,0,1,1,1,0,4,1
234455.411012,8183521.761573,1953,0,1,1,1,1,1,0,35,1
234455.615944,8183085.485127,156,0,1,0,1,1,1,0,44,1
234455.68908,8183345.452503,1960,1,1,0,1,0,1,0,6,1
234456.219732,8183236.703116,1961,0,0,0,1,1,1,1,31,1
234456.337879,8182783.76988,82,0,0,0,0,0,1,0,20,1
234456.57511,8182832.637485,187,1,1,0,1,0,1,0,4,1
234456.596488,8183500.171092,1953,0,0,0,1,0,1,0,14,1
234457.435691,8183114.094539,156,0,1,1,1,0,1,0,32,1
234457.749688,8182871.608845,187,0,1,1,1,0,1,0,14,1
234457.87883,8183660.105914,1924,0,1,0,1,1,1,1,22,1
234458.358862,8182974.614853,190,0,0,0,0,0,0,0,45,1
234458.383202,8183584.74173,1922,0,1,0,1,0,1,0,38,1
234458.520169,8182774.143255,82,1,1,1,1,0,1,0,22,1
234458.594929,8183004.500595,189,0,1,0,1,1,1,0,1,1
234459.433743,8182864.243078,187,0,1,0,1,0,1,0,14,1
234459.978389,8183437.663299,1954,0,0,0,0,0,0,0,48,1
234460.458664,8183275.60777,1961,1,1,0,1,0,1,1,47,1
234460.5794,8183336.232857,1960,1,1,0,1,0,1,0,47,1
234460.916595,8183558.69655,1922,0,0,0,0,0,0,0,1,1
234461.605372,8183026.26473,189,0,1,0,0,0,1,0,46,1
234462.306916,8183635.097362,1923,0,0,0,0,0,0,0,1,1
234462.451119,8183227.466027,1961,0,0,1,1,0,1,1,21,1
234462.65483,8182856.324294,187,1,1,0,1,0,1,0,36,1
234462.723045,8181235.894633,1139,0,1,0,0,0,1,0,15,0
234462.854569,8182765.676922,82,0,1,0,1,0,1,0,22,1
234463.299199,8182955.618478,190,1,1,1,1,0,1,0,4,1
234463.310728,8183077.479716,156,0,0,0,1,0,1,0,32,1
234463.803822,8183149.676638,154,0,1,0,0,0,1,0,39,1
234464.253646,8183108.418563,156,0,0,0,1,1,1,1,34,1
234464.289855,8183612.607481,1923,0,1,1,1,0,1,1,45,1
234464.437325,8183269.192727,1961,0,0,1,0,0,1,1,6,1
234464.499755,8182849.688703,187,0,1,1,0,0,1,0,36,1
234464.840174,8182926.609837,191,0,1,1,1,0,1,1,46,1
234465.014816,8181224.436959,1139,0,0,0,0,0,0,0,15,0
234465.41076,8182977.600404,190,0,0,0,1,0,1,0,46,1
234465.875014,8183525.355305,1953,0,0,0,0,0,0,0,39,1
234465.91636,8183327.024116,1960,0,1,0,1,0,1,0,47,1
234466.571699,8183501.575069,1953,0,0,0,0,0,0,0,22,1
234466.736364,8183720.13748,2026,0,0,0,0,0,0,0,48,1
234466.971332,8182841.684179,187,1,1,1,1,0,1,0,2,1
234467.395642,8183006.977362,189,1,0,0,0,0,1,0,46,1
234467.829554,8183660.231807,1924,0,0,0,1,0,1,0,38,1
234467.95493,8182916.509543,191,0,1,0,0,0,1,1,39,1
234468.263577,8183584.605255,1922,0,1,1,0,0,1,0,38,1
234468.479,8183099.276253,156,0,0,0,1,1,1,1,34,1
234469.328467,8183071.123886,156,0,0,0,0,0,0,0,32,1
234469.332978,8182833.445599,187,0,0,0,0,0,0,0,4,1
234469.382442,8183712.437431,2026,0,1,0,1,0,1,0,20,1
234469.488271,8183261.444832,1961,0,1,0,1,1,1,1,40,1
234469.664108,8183141.122586,154,0,1,0,1,0,1,0,32,1
234470.485851,8183562.058601,1922,0,1,0,1,1,1,0,44,1
234470.873087,8183319.737095,1960,0,1,1,1,0,1,0,29,1
234471.511447,8182910.766306,191,0,1,1,1,0,1,0,1,1
234471.600873,8182956.403997,190,0,0,0,1,1,1,0,4,1
234472.058538,8183030.341303,189,0,1,1,1,0,1,0,46,1
234472.845454,8183635.350652,1923,0,1,0,1,1,1,0,28,1
234472.887914,8182904.499824,191,0,1,1,1,1,1,0,1,1
234473.220944,8183725.456934,2026,0,0,0,0,0,0,0,22,1
234473.520576,8183710.401998,2026,0,1,1,1,1,1,0,35,1
234473.688986,8182979.739087,190,0,1,0,1,0,1,0,38,1
234473.733353,8183356.73356,1960,0,1,0,1,1,1,0,29,1
234474.297496,8183611.973424,1923,0,0,0,1,1,1,0,45,1
234474.724271,8183523.780531,1953,0,0,0,0,0,0,0,14,1
234475.078672,8183058.608617,156,1,1,0,1,1,1,0,44,1
234475.466903,8183135.021351,154,0,1,0,1,0,1,0,21,1
234475.808507,8182896.867538,191,0,1,0,1,0,1,0,46,1
234475.968201,8183094.496395,156,0,1,0,1,0,1,1,17,1
234476.231776,8183161.411225,154,1,1,1,1,0,1,0,48,1
234476.773734,8183010.980474,189,0,0,0,0,0,0,0,28,1
234476.887405,8183308.557426,1960,1,1,1,1,0,1,0,6,1
234477.032562,8183503.390489,1953,0,1,0,0,0,1,0,4,1
234477.047475,8182886.778047,191,0,0,0,1,0,1,0,46,1
234477.05615,8183249.680424,1961,0,1,1,1,1,1,1,31,1
234477.177382,8183661.722704,1924,0,0,1,1,0,1,1,45,1
234477.227711,8183346.874344,1960,0,0,0,1,0,1,0,29,1
234477.658684,8183703.021898,2026,0,0,0,0,0,1,0,20,1
234477.996288,8183031.168824,189,1,1,0,1,1,1,1,28,1
234478.193205,8183585.422689,1922,0,1,0,1,1,1,0,29,1
234478.811828,8183727.256086,2026,1,1,1,0,0,1,1,39,1
234479.26968,8182959.63656,190,0,0,0,1,0,1,0,4,1
234480.371787,8182809.528507,82,0,0,0,0,0,1,0,22,1
234480.376769,8182876.043838,191,0,0,0,1,0,1,0,46,1
234480.682979,8183561.310586,1922,0,0,0,0,0,0,0,40,1
234481.418229,8183127.304539,154,0,0,1,1,1,1,0,44,1
234482.582677,8183302.712068,1960,0,0,1,1,0,1,0,47,1
234482.60575,8183734.203712,2026,0,1,1,1,0,1,0,39,1
234482.651773,8182799.945327,82,0,1,1,1,0,1,0,22,1
234482.791751,8183662.839467,1924,0,1,1,0,0,1,1,1,1
234482.93389,8183087.393616,156,0,1,0,1,0,1,0,22,1
234483.025253,8183241.891237,1961,0,1,0,1,0,1,1,29,1
234483.139795,8183033.118896,189,0,1,1,1,0,1,0,2,1
234483.48921,8183635.611723,1923,1,0,0,1,1,1,0,40,1
234483.572096,8183062.876479,156,0,0,0,1,0,1,0,32,1
234483.657689,8183526.106393,1953,0,0,1,1,0,1,0,28,1
234484.113815,8182962.206447,190,0,1,0,1,0,1,0,46,1
234484.118172,8183613.6174,1923,0,1,1,1,0,1,0,45,1
234484.424302,8182869.636116,191,0,0,1,1,0,1,1,42,1
234484.671488,8182792.253352,82,1,1,0,0,1,1,0,35,1
234484.84914,8182981.845737,190,0,1,0,1,1,1,0,38,1
234485.111323,8182783.032286,82,0,1,1,0,0,1,0,22,1
234485.171776,8183341.299721,1960,0,0,0,1,0,1,0,47,1
234485.699389,8182862.190217,191,0,1,0,1,1,1,0,14,1
234486.031776,8183726.742741,2026,1,0,0,0,0,1,0,39,1
234486.077362,8183702.389366,2026,0,0,0,0,0,0,0,22,1
234486.210171,8183156.253557,154,1,1,1,1,0,1,0,7,1
234486.769219,8183502.6424,1953,0,0,0,1,0,1,0,2,1
234486.934301,8182932.29299,191,0,1,0,1,0,1,0,46,1
234487.474352,8183012.45022,189,0,1,1,1,0,1,0,38,1
234487.552951,8183586.536493,1922,0,1,0,1,1,1,0,40,1
234487.892299,8183295.18605,1960,0,1,1,1,0,1,0,7,1
234488.203947,8182850.028582,191,0,0,0,1,0,1,0,4,1
234489.221113,8182857.557376,191,0,1,0,1,0,1,0,36,1
234489.666676,8183697.744776,2026,0,0,0,1,1,1,0,14,1
234489.714889,8182772.285101,82,0,0,0,0,0,0,0,35,1
234489.912571,8183675.239808,1924,0,1,0,0,0,1,0,45,1
234490.059786,8183662.492544,1924,0,1,0,0,0,1,1,1,1
234490.753029,8183718.791788,2026,0,0,0,0,0,0,0,20,1
234490.754453,8183561.551498,1922,0,1,0,0,0,1,0,6,1
234490.87538,8183121.264912,154,0,1,1,1,0,1,0,17,1
234490.952995,8182965.601881,190,0,1,0,1,0,1,0,19,1
234491.104621,8183080.159146,156,0,1,1,1,1,1,0,14,1
234491.41187,8181306.387336,1043,0,0,0,0,0,0,0,18,0
234491.443383,8183527.749111,1953,0,0,0,0,0,0,0,48,1
234491.580145,8183033.285535,189,0,0,0,0,0,0,0,19,1
234491.671119,8183633.945181,1923,0,1,0,0,0,1,0,1,1
234491.874809,8183150.824533,154,0,1,1,1,0,1,0,7,1
234491.968505,8182926.774447,191,0,0,0,0,0,0,0,45,1
234492.460703,8183331.228836,1960,1,0,0,1,1,1,0,31,1
234493.290914,8183370.093112,1959,0,0,0,0,0,0,0,14,1
234493.73105,8183286.603294,1960,0,1,1,1,1,1,1,28,1
234494.039166,8183712.313699,2026,0,1,1,0,0,1,0,14,1
234494.243365,8183614.94677,1923,0,1,1,1,0,1,0,4,1
234494.727499,8182916.04075,191,0,0,1,1,0,1,0,46,1
234495.437672,8183068.33365,156,0,0,1,1,0,1,0,32,1
234495.670765,8183016.592793,189,0,1,1,1,0,1,0,38,1
234496.524742,8183528.776227,1953,0,1,0,1,0,1,0,7,1
234496.766936,8183735.139483,2025,0,1,1,1,0,1,0,22,1
234496.863983,8183741.502089,2025,0,0,0,0,0,0,0,48,1
234496.874448,8183326.608829,1960,0,1,0,1,1,1,0,31,1
234496.959927,8182988.415752,190,1,1,0,1,0,1,0,46,1
234497.294256,8183502.040583,1953,0,0,0,0,0,0,0,39,1
234497.659996,8183115.515502,154,1,1,0,1,0,1,1,11,1
234498.207967,8183184.770287,153,0,0,0,0,0,0,0,11,1
234498.225786,8182904.543258,191,1,1,1,1,0,1,0,28,1
234498.899307,8183707.158072,2026,0,1,1,1,1,1,0,14,1
234498.922304,8183361.569113,1959,0,0,0,0,0,0,0,7,1
234499.225619,8183278.014103,1960,0,1,1,1,0,1,0,6,1
234499.338052,8183586.063262,1922,0,0,0,0,0,0,0,40,1
234499.447626,8183144.918217,154,1,1,1,1,0,1,1,14,1
234499.612164,8183375.656897,1959,0,0,0,0,0,0,0,14,1
234499.80048,8183564.356769,1922,1,1,1,1,0,1,0,45,1
234500.300559,8182895.088947,191,0,0,0,0,0,0,0,7,1
234500.540033,8183036.25304,189,0,1,1,1,0,1,0,46,1
234501.472492,8182969.618478,190,1,1,0,1,0,1,0,39,1
234501.564154,8183728.128637,2025,0,0,0,0,0,0,0,48,1
234503.113832,8183315.780262,1960,0,1,0,1,0,1,0,28,1
234503.117424,8183721.357928,2025,0,1,0,0,0,1,0,20,1
234503.178661,8182885.128923,191,0,0,0,1,0,1,0,4,1
234504.446689,8183177.835885,153,0,1,0,1,1,1,0,39,1
234504.459017,8183072.102088,156,0,0,0,0,0,0,0,17,1
234504.637849,8182989.973232,190,0,1,0,1,0,1,0,39,1
234504.670099,8183527.234294,1953,0,1,0,1,1,1,0,4,1
234504.953786,8183353.200709,1959,1,1,1,1,0,1,0,6,1
234505.52364,8183684.265195,1919,0,0,0,1,0,1,0,45,1
234505.8162,8183505.133112,1953,0,1,0,1,0,1,0,7,1
234505.883605,8183018.927021,189,1,1,0,1,0,1,0,42,1
234507.041488,8183139.299747,154,0,0,0,1,1,1,0,44,1
234507.226872,8183381.279369,1959,0,0,0,0,0,0,0,48,1
234507.420946,8183269.621703,1960,1,0,0,1,0,1,0,46,1
234507.635294,8183715.693368,2025,1,0,0,1,1,1,0,35,1
234508.730695,8183666.362671,1919,0,1,0,1,1,1,0,1,1
234509.018178,8183307.880329,1960,0,1,0,1,0,1,1,46,1
234509.22714,8183040.260101,189,0,1,0,1,0,1,0,38,1
234510.086667,8182970.56072,190,0,1,0,1,0,1,0,7,1
234510.165268,8183099.728817,155,0,0,0,1,1,1,0,14,1
234510.191754,8182876.864177,191,0,1,0,1,0,1,0,4,1
234510.636115,8183345.856098,1959,0,1,0,0,0,1,0,22,1
234510.69916,8182865.462209,191,1,1,0,1,0,1,1,38,1
234511.848026,8183169.73454,153,0,0,0,0,0,0,0,14,1
234511.88887,8183637.260263,1920,0,1,1,1,0,1,0,23,1
234512.262418,8183750.620087,2025,0,1,0,1,1,1,0,35,1
234512.684972,8182824.857258,81,1,1,0,1,0,1,0,48,1
234512.886928,8183197.570211,153,0,1,1,1,0,1,0,32,1
234513.133023,8183131.897913,154,0,1,0,1,0,1,0,17,1
234514.096285,8182991.757719,190,0,0,1,1,0,1,0,46,1
234514.441286,8182857.23328,191,1,1,1,1,0,1,0,2,1
234514.795419,8183298.929508,1960,0,0,0,0,0,0,0,14,1
