"X","Y","unicode","block_num","FR_D","FR_M","FR_A","opened","infested","p.i"
231581.6807,8183521.025353,"1.13.76.276",709,7,5,8,1,0,0.00230228509693296
231588.996893,8183515.500109,"1.13.76.277",709,12,5,8,1,0,0.00229551479503031
231592.884529,8183512.717516,"1.13.76.278",709,3,8,8,1,0,0.00229043706860333
231597.135214,8183509.919851,"1.13.76.279",709,13,5,8,1,0,0.00228535934217634
231869.672775,8183324.914181,"1.13.76.28",700,3,8,8,0,0,0.118981079226937
231601.545116,8183507.455478,"1.13.76.280",709,3,8,8,0,0,0.0386737747434128
231606.741805,8183505.246827,"1.13.76.281",709,3,8,8,0,0,0.0405344073585019
231613.428891,8183504.966421,"1.13.76.282",709,3,8,8,0,0,0.0469565909009063
231620.882673,8183505.66477,"1.13.76.283",709,3,8,8,0,0,0.0542190601404478
231630.390531,8183501.63387,"1.13.76.284",709,3,8,8,0,0,0.0615415497869276
231637.759693,8183505.912054,"1.13.76.285",709,3,8,8,0,0,0.0781071821019147
231546.981738,8183535.079949,"1.13.76.286",710,3,8,8,0,0,0.120901732248965
231541.694601,8183527.822449,"1.13.76.287",710,3,8,8,0,0,0.111358487545766
231536.883021,8183520.727872,"1.13.76.288",710,9,5,8,1,0,0.00249693127663406
231528.453321,8183513.428023,"1.13.76.289",710,9,5,8,1,0,0.00251935790168657
231770.506081,8183293.197609,"1.13.76.29",701,16,5,8,1,0,0.00249058411860032
231525.013464,8183506.147518,"1.13.76.290",710,3,8,8,0,0,0.138607752295781
231519.814846,8183495.302598,"1.13.76.291",710,15,5,8,1,0,0.00259637008582918
231515.335642,8183486.069031,"1.13.76.292",710,9,5,8,1,0,0.0025667500150051
231509.797561,8183477.322702,"1.13.76.293",710,3,8,8,0,0,0.14484987461737
231505.383645,8183469.026981,"1.13.76.294",710,3,8,8,0,0,0.142929221595342
231502.611,8183461.249635,"1.13.76.295",710,22,7,8,1,0,0.00258156005041714
231491.338367,8183462.276839,"1.13.76.296",710,8,5,8,1,0,0.00264757049396795
231485.14308,8183464.887222,"1.13.76.297",710,3,8,8,0,0,0.14448975217574
231470.691515,8183463.50432,"1.13.76.298",710,18,5,8,1,0,0.00268692287377708
231474.635281,8183468.947573,"1.13.76.299",710,9,5,8,0,0,0.156013670307905
231851.870952,8183313.145197,"1.13.76.3",700,28,4,8,1,0,0.0024406531420683
231760.434082,8183290.49987,"1.13.76.30",701,3,8,8,0,0,0.0961133041834224
231479.951028,8183478.332591,"1.13.76.300",710,9,5,8,0,0,0.153792915251185
231488.32797,8183488.517025,"1.13.76.301",710,7,5,8,1,0,0.00262852901986675
231493.500912,8183495.38288,"1.13.76.302",710,18,5,8,1,0,0.00269961718984455
231496.28222,8183504.013535,"1.13.76.303",710,8,5,8,1,0,0.00280201800612208
231499.965798,8183507.985963,"1.13.76.304",710,3,8,8,1,1,0.00705
231503.187031,8183514.357996,"1.13.76.305",710,3,8,8,0,0,0.209131730448352
231507.658702,8183523.855595,"1.13.76.306",710,3,8,8,0,0,0.176720710701639
231511.806131,8183533.040986,"1.13.76.307",710,3,8,8,0,0,0.151992303043035
231516.49569,8183548.10162,"1.13.76.308",710,8,5,8,1,0,0.00255067054798632
231520.884944,8183543.659426,"1.13.76.309",710,15,7,8,1,0,0.0025202041894244
231749.819638,8183288.016892,"1.13.76.31",701,23,4,8,1,0,0.00246223347938299
231527.733251,8183542.02875,"1.13.76.310",710,3,8,8,0,0,0.109257773302923
231536.380969,8183540.70296,"1.13.76.311",710,3,8,8,0,0,0.113939365044115
231499.762027,8183562.099185,"1.13.76.312",711,3,8,8,1,0,0.00251004873657043
231496.038589,8183554.403958,"1.13.76.313",711,3,8,8,0,0,0.119881385331013
231490.187917,8183546.009492,"1.13.76.314",711,8,5,8,1,0,0.00257055830982534
231484.533456,8183535.696855,"1.13.76.315",711,24,8,8,1,0,0.00274447043994958
231481.099177,8183530.459704,"1.13.76.316",711,3,8,8,0,0,0.209251771262229
231480.138467,8183525.756393,"1.13.76.317",711,3,8,8,0,0,0.217954730268291
231475.659165,8183518.609383,"1.13.76.318",711,3,8,8,0,0,0.274553974011164
231472.056227,8183512.538939,"1.13.76.319",711,3,8,8,0,0,0.303843932597083
231738.095226,8183284.098069,"1.13.76.32",701,23,4,8,1,0,0.00246858063741672
231469.797995,8183508.561107,"1.13.76.320",711,8,5,8,1,1,0.00705
231467.967439,8183504.032405,"1.13.76.321",711,9,5,8,1,1,0.00705
231465.13006,8183500.247092,"1.13.76.322",711,12,5,8,1,0,0.00302332224956485
231460.972478,8183492.70535,"1.13.76.323",711,13,5,8,1,0,0.00283375379629074
231458.909475,8183485.170671,"1.13.76.324",711,9,5,8,1,0,0.00269877090210672
231456.447272,8183479.942962,"1.13.76.325",711,8,5,8,1,0,0.0026408001920653
231453.945128,8183474.845494,"1.13.76.326",711,3,8,8,0,0,0.16387634361683
231449.719563,8183467.459009,"1.13.76.327",711,11,7,8,1,0,0.00263995390432747
231444.688801,8183461.018145,"1.13.76.328",711,8,5,8,1,0,0.00266068795390433
231434.159442,8183450.990655,"1.13.76.329",711,3,8,8,0,0,0.210092056959366
231730.473364,8183281.056378,"1.13.76.33",701,16,7,8,1,0,0.00248296752895985
231412.304587,8183450.069643,"1.13.76.330",711,9,5,8,0,0,0.230018832062901
231415.848208,8183459.016051,"1.13.76.331",711,3,8,8,0,0,0.201088995918612
231421.310801,8183468.433427,"1.13.76.332",711,3,8,8,0,0,0.174559976051858
231424.583499,8183474.491869,"1.13.76.333",711,9,5,8,0,0,0.162795976291939
231428.804254,8183479.30544,"1.13.76.334",711,16,7,8,1,0,0.00264376219914771
231430.51917,8183484.920473,"1.13.76.335",711,3,8,8,0,0,0.156673894784227
231432.55847,8183488.091998,"1.13.76.336",711,9,5,8,0,0,0.159674915131145
231434.382009,8183494.745637,"1.13.76.337",711,13,5,8,0,0,0.182122547326091
231439.222652,8183502.87674,"1.13.76.338",711,9,5,8,0,0,0.200548812256167
231443.353672,8183511.062458,"1.13.76.339",711,9,5,8,1,0,0.00287776075865794
231718.700056,8183279.180293,"1.13.76.34",701,16,7,8,1,0,0.00258198319428606
231448.811195,8183518.418315,"1.13.76.340",711,8,5,8,1,0,0.00295985066922754
231450.780302,8183523.874106,"1.13.76.341",711,9,5,8,1,1,0.00705
231453.766928,8183530.953694,"1.13.76.342",711,3,8,8,0,0,0.259608892683512
231458.343578,8183538.188222,"1.13.76.343",711,8,5,8,1,0,0.00279524770421943
231463.004842,8183548.49926,"1.13.76.344",711,3,8,8,0,0,0.178221220875098
231469.320608,8183556.992285,"1.13.76.345",711,3,8,8,0,0,0.149351405137747
231475.110374,8183570.98897,"1.13.76.346",711,3,8,8,0,0,0.124923099513835
231480.037267,8183566.56093,"1.13.76.347",711,8,5,8,1,0,0.00249947013984755
231484.517865,8183565.57167,"1.13.76.348",711,3,8,8,0,0,0.106616875397635
231492.033872,8183563.397113,"1.13.76.349",711,23,7,8,1,0,0.00247111950063021
231708.906706,8183275.84899,"1.13.76.35",701,3,8,8,0,0,0.157154058039734
231514.351295,8183582.243514,"1.13.76.350",712,6,8,8,1,0,0.0023966461797011
231504.927164,8183584.526951,"1.13.76.351",712,5,8,8,1,0,0.00235644751215413
231500.013749,8183591.998486,"1.13.76.352",712,16,7,8,1,0,0.00232005713942741
231494.414661,8183592.944465,"1.13.76.353",712,9,5,8,1,0,0.0023145562691315
231486.276021,8183593.793373,"1.13.76.354",712,3,8,8,0,0,0.0676036108877018
231493.388332,8183603.00418,"1.13.76.355",712,9,5,8,1,0,0.00233317459936378
231499.560254,8183610.761012,"1.13.76.356",712,9,5,8,1,0,0.00231540255686934
231503.932569,8183619.690261,"1.13.76.357",712,3,8,8,0,0,0.0566798968249205
231508.079553,8183628.529157,"1.13.76.358",712,3,8,8,0,0,0.0480969786327351
231512.59704,8183634.948672,"1.13.76.359",712,15,5,8,1,0,0.00228916763699658
231700.612797,8183272.889736,"1.13.76.36",701,3,8,8,0,0,0.165616935418042
231515.652579,8183639.263737,"1.13.76.360",712,13,5,8,1,0,0.0022760501770602
231517.294345,8183643.380798,"1.13.76.361",712,13,5,8,1,0,0.00228239733509393
231520.540011,8183647.871947,"1.13.76.362",712,16,7,8,0,0,0.0373533257907689
231522.349766,8183653.774587,"1.13.76.363",712,16,7,8,1,0,0.00229297593181682
231524.591791,8183661.847024,"1.13.76.364",712,18,7,8,1,0,0.00230778596722886
231527.389442,8183666.469285,"1.13.76.365",712,9,5,8,0,0,0.045576121541324
231531.231472,8183670.916966,"1.13.76.366",712,3,8,8,0,0,0.0501376724686393
231536.039945,8183680.712874,"1.13.76.367",712,3,8,8,0,0,0.0537388968849409
231538.560006,8183691.216046,"1.13.76.368",712,3,8,8,0,0,0.0592007539163315
231542.746447,8183698.343483,"1.13.76.369",712,3,8,8,0,0,0.0585405294400096
231693.142308,8183271.038243,"1.13.76.37",701,3,8,8,0,0,0.160815302862973
231549.089171,8183696.942386,"1.13.76.370",712,23,7,8,1,0,0.00232640429746114
231553.270347,8183694.842893,"1.13.76.371",712,23,7,8,1,0,0.00232344229037873
231557.83385,8183692.405354,"1.13.76.372",712,13,5,8,0,0,0.0544591417682012
231566.193945,8183686.17133,"1.13.76.373",712,21,7,8,1,0,0.00233571346257728
231573.267044,8183684.700671,"1.13.76.374",712,21,7,8,1,0,0.00238691387071604
231561.537572,8183677.569058,"1.13.76.375",712,6,8,8,1,0,0.00233952175739752
231556.980893,8183672.201038,"1.13.76.376",712,3,8,8,0,0,0.0525384887461737
231551.501889,8183663.270316,"1.13.76.377",712,3,8,8,0,0,0.0591407335093932
231546.928025,8183653.588103,"1.13.76.378",712,18,5,8,1,0,0.00231244054978693
231545.627713,8183645.692749,"1.13.76.379",712,3,8,8,0,0,0.0434153868915431
231684.935008,8183269.644742,"1.13.76.38",701,14,8,8,1,0,0.00266491939259348
231541.737432,8183641.695328,"1.13.76.380",712,9,5,8,1,0,0.00228662877378309
231540.443729,8183637.030529,"1.13.76.381",712,3,8,8,0,0,0.043235325670728
231537.999855,8183633.989119,"1.13.76.382",712,3,8,8,0,0,0.0408345093931937
231533.59238,8183626.205543,"1.13.76.383",712,3,8,8,0,0,0.0416747950903307
231532.498112,8183618.169799,"1.13.76.384",712,13,7,8,1,0,0.00228916763699658
231529.104592,8183614.448253,"1.13.76.385",712,3,8,8,0,0,0.0478568970049817
231528.156358,8183605.584495,"1.13.76.386",712,5,8,8,1,0,0.00230440081627753
231522.206125,8183598.524857,"1.13.76.387",712,5,8,8,1,0,0.00233190516775704
231533.34874,8183575.785255,"1.13.76.388",713,3,8,8,0,0,0.100614834703799
231541.688845,8183587.697296,"1.13.76.389",713,3,8,8,0,0,0.0850695493067643
231685.715079,8183277.081568,"1.13.76.39",701,3,8,8,0,0,0.169518261869035
231547.867898,8183596.774864,"1.13.76.390",713,3,8,8,0,0,0.0830888758777985
231553.589336,8183604.414024,"1.13.76.391",713,3,8,8,0,0,0.0730054475121541
231557.891805,8183612.568317,"1.13.76.392",713,3,8,8,0,0,0.0697043251305444
231562.642287,8183621.901379,"1.13.76.393",713,18,5,8,1,0,0.00235940951923654
231567.063516,8183630.546186,"1.13.76.394",713,3,8,8,0,0,0.0671834680391333
231571.34766,8183640.448425,"1.13.76.395",713,3,8,8,0,0,0.0722852026288938
231575.17855,8183649.427932,"1.13.76.396",713,18,5,8,1,0,0.00238395186363364
231581.506382,8183658.07333,"1.13.76.397",713,14,5,8,1,0,0.00240468591321049
231583.994043,8183666.800753,"1.13.76.398",713,5,8,8,1,0,0.00239579989196327
231586.611778,8183674.929766,"1.13.76.399",713,3,8,8,0,0,0.0971936715083128
231843.557416,8183310.72691,"1.13.76.4",700,24,4,8,1,0,0.00242838196986976
231680.231077,8183284.939434,"1.13.76.40",701,25,4,8,0,0,0.172099139367385
231594.906305,8183671.22738,"1.13.76.400",713,3,8,8,0,0,0.0886107533161275
231601.87517,8183663.496126,"1.13.76.401",713,22,7,8,1,0,0.00241780337314687
231605.152569,8183656.273096,"1.13.76.402",713,12,5,8,1,0,0.00239918504291459
231603.581662,8183648.814521,"1.13.76.403",713,3,8,8,0,0,0.0746860189064282
231600.80726,8183644.85935,"1.13.76.404",713,6,8,8,1,0,0.0023445994838245
231598.815716,8183637.135936,"1.13.76.405",713,12,5,8,1,0,0.00236533353340136
231595.764514,8183629.564874,"1.13.76.406",713,12,5,8,0,0,0.0596809171718384
231592.228537,8183626.546594,"1.13.76.407",713,12,5,8,1,0,0.00234544577156233
231588.925858,8183621.201074,"1.13.76.408",713,12,5,8,0,0,0.0527185499669888
231587.294272,8183617.144256,"1.13.76.409",713,3,8,8,0,0,0.0529586315947422
231685.716901,8183286.530871,"1.13.76.41",701,3,8,8,0,0,0.169038098613529
231585.726929,8183612.122813,"1.13.76.410",713,18,7,8,1,0,0.00232386543424764
231583.986193,8183607.769888,"1.13.76.411",713,18,7,8,1,0,0.00233275145549487
231581.229002,8183603.36215,"1.13.76.412",713,9,5,8,0,0,0.0570400192665506
231579.317026,8183598.051161,"1.13.76.413",713,3,8,8,0,0,0.057940325370626
231575.578749,8183591.680824,"1.13.76.414",713,3,8,8,0,0,0.0620217130424344
231572.698451,8183584.217733,"1.13.76.415",713,3,8,8,0,0,0.0662831619350579
231569.149751,8183578.058144,"1.13.76.416",713,3,8,8,0,0,0.0631020803673249
231566.435225,8183572.640465,"1.13.76.417",713,16,7,8,1,0,0.00236279467018786
231562.203386,8183565.443829,"1.13.76.418",713,16,7,8,1,0,0.00235940951923654
231557.233101,8183557.594681,"1.13.76.419",713,16,7,8,1,0,0.00236617982113919
231690.827993,8183289.198753,"1.13.76.42",701,23,4,8,1,0,0.00272542896584839
231549.396842,8183562.083628,"1.13.76.420",713,3,8,8,1,0,0.00238945273392954
231541.00382,8183566.654761,"1.13.76.421",713,3,8,8,0,0,0.0816483861112778
231618.440909,8183662.58017,"1.13.76.422",715,3,8,8,0,0,0.224136832182942
231623.998129,8183665.203057,"1.13.76.423",715,3,8,8,0,0,0.245984260308505
231628.905809,8183669.336607,"1.13.76.424",715,14,5,8,1,1,0.00705
231639.417684,8183673.138452,"1.13.76.425",715,14,5,8,1,0,0.00296789040273693
231647.360856,8183676.810254,"1.13.76.426",715,14,5,8,1,1,0.00705
231649.915534,8183666.531544,"1.13.76.427",715,3,8,8,0,0,0.202469465278195
231651.707165,8183662.582033,"1.13.76.428",715,3,8,8,0,0,0.172579302622892
231653.407941,8183657.540559,"1.13.76.429",715,3,8,8,0,0,0.150671854090391
231698.159242,8183290.67258,"1.13.76.43",701,23,4,8,1,1,0.00705
231654.561587,8183651.479138,"1.13.76.430",715,12,5,8,0,0,0.137947527819459
231653.285986,8183645.18814,"1.13.76.431",715,12,5,8,1,0,0.002517242182342
231655.516019,8183640.546408,"1.13.76.432",715,12,5,8,1,0,0.00247873609027069
231660.808372,8183631.696845,"1.13.76.433",715,18,5,8,1,0,0.00246773434967889
231663.436755,8183620.988975,"1.13.76.434",715,3,8,8,0,0,0.0859098350039013
231671.013091,8183613.786862,"1.13.76.435",715,3,8,8,0,0,0.0808681208210792
231676.676756,8183604.038776,"1.13.76.436",715,12,5,8,1,0,0.00240341648160374
231679.993165,8183595.024689,"1.13.76.437",715,13,5,8,0,0,0.0701844883860513
231686.583189,8183586.803107,"1.13.76.438",715,3,8,8,0,0,0.0663431823419963
231690.731078,8183577.792001,"1.13.76.439",715,15,5,8,1,0,0.00234544577156233
231706.643371,8183293.137198,"1.13.76.44",701,24,4,8,1,0,0.00267803685252986
231698.132202,8183566.341124,"1.13.76.440",715,18,5,8,1,0,0.00232640429746114
231695.608974,8183563.684657,"1.13.76.441",715,18,5,8,1,0,0.00231582570073825
231688.258822,8183559.189836,"1.13.76.442",715,15,7,8,1,0,0.00232428857811656
231681.440215,8183554.53729,"1.13.76.443",715,16,5,8,0,0,0.0474967745633515
231677.439523,8183551.074718,"1.13.76.444",715,12,5,8,1,0,0.0023225960026409
231671.338986,8183546.760527,"1.13.76.445",715,13,5,8,1,0,0.00233613660644619
231667.840325,8183556.193751,"1.13.76.446",715,16,5,8,1,0,0.00232386543424764
231665.435873,8183563.880874,"1.13.76.447",715,3,8,8,0,0,0.05559952950003
231665.432816,8183572.464065,"1.13.76.448",715,3,8,8,0,0,0.0545191621751395
231662.079616,8183576.753222,"1.13.76.449",715,12,5,8,0,0,0.0569799988596123
231716.913015,8183296.913451,"1.13.76.45",701,23,4,8,1,0,0.00256463429566052
231659.827897,8183582.043588,"1.13.76.450",715,12,5,8,1,0,0.00235433179280956
231658.907789,8183587.171773,"1.13.76.451",715,3,8,8,0,0,0.0592007539163315
231657.187769,8183595.620971,"1.13.76.452",715,12,5,8,1,0,0.00236744925274593
231650.620824,8183603.248696,"1.13.76.453",715,15,5,8,1,0,0.00237337326691075
231649.450783,8183612.114436,"1.13.76.454",715,12,5,8,1,0,0.00239368417261869
231642.907579,8183619.259382,"1.13.76.455",715,12,5,8,1,0,0.00243896056659264
231638.939277,8183627.568141,"1.13.76.456",715,12,5,8,1,0,0.00244742344397095
231636.293239,8183631.332648,"1.13.76.457",715,13,5,8,0,0,0.0953930593001621
231636.224045,8183638.032032,"1.13.76.458",715,13,5,8,1,0,0.00246265662325191
231633.300205,8183641.022085,"1.13.76.459",715,12,5,8,0,0,0.119461242482444
231725.426217,8183299.948574,"1.13.76.46",701,3,8,8,0,0,0.120661650621211
231630.485967,8183648.904193,"1.13.76.460",715,9,5,8,1,0,0.0026077949702899
231667.537106,8183681.788806,"1.13.76.461",716,14,5,8,1,0,0.00251047188043935
231673.341254,8183685.888105,"1.13.76.462",716,3,8,8,1,0,0.00252443562811356
231678.978449,8183688.020171,"1.13.76.463",716,3,8,8,0,0,0.120061446551828
231685.554971,8183690.434383,"1.13.76.464",716,15,5,8,0,0,0.113639263009423
231689.654729,8183692.201996,"1.13.76.465",716,3,8,8,0,0,0.117540589460417
231698.43104,8183696.744478,"1.13.76.466",716,15,5,8,1,0,0.00256717315887402
231703.065986,8183681.48825,"1.13.76.467",716,15,5,8,1,0,0.0024431920052818
231704.823497,8183673.853095,"1.13.76.468",716,15,5,8,1,0,0.00237168069143509
231704.044651,8183668.283953,"1.13.76.469",716,15,5,8,1,0,0.00235940951923654
231734.709375,8183303.524851,"1.13.76.47",701,25,4,8,1,0,0.00247365836384371
231708.276324,8183662.79045,"1.13.76.470",716,15,5,8,1,0,0.00236237152631895
231710.024844,8183658.210389,"1.13.76.471",716,18,5,8,0,0,0.0588406314747014
231712.802844,8183653.01857,"1.13.76.472",716,3,8,8,0,0,0.0574001417081808
231716.721888,8183650.177684,"1.13.76.473",716,3,8,8,0,0,0.0613614885661125
231719.072555,8183643.965892,"1.13.76.474",716,3,8,8,0,0,0.0596208967649001
231723.176951,8183635.453904,"1.13.76.475",716,16,5,8,1,0,0.0023335977432327
231723.413806,8183631.392377,"1.13.76.476",716,16,5,8,1,0,0.00229889994598163
231726.964203,8183628.058556,"1.13.76.477",716,18,5,8,1,0,0.00232682744133005
231728.726642,8183623.776654,"1.13.76.478",716,18,5,8,1,0,0.0023115942620491
231729.103839,8183618.671315,"1.13.76.479",716,18,5,8,1,0,0.00231413312526259
231743.276804,8183308.837693,"1.13.76.48",701,24,4,8,1,0,0.00245504003361143
231732.568137,8183614.277226,"1.13.76.480",716,18,5,8,1,0,0.00229974623371946
231735.066532,8183609.309308,"1.13.76.481",716,18,5,8,1,0,0.00231667198847608
231734.941626,8183604.469025,"1.13.76.482",716,14,5,8,1,0,0.00230947854270452
231739.760767,8183599.964636,"1.13.76.483",716,18,5,8,0,0,0.0443757134025569
231742.399333,8183597.437167,"1.13.76.484",716,16,5,8,1,0,0.00231244054978693
231742.776871,8183591.347473,"1.13.76.485",716,1,8,8,1,0,0.00231667198847608
231744.726806,8183585.152137,"1.13.76.486",716,3,8,8,0,0,0.0516982030490367
231749.299085,8183579.095179,"1.13.76.487",716,5,8,8,1,0,0.00235814008762979
231739.484027,8183577.594428,"1.13.76.488",716,18,5,8,1,0,0.00232894316067463
231728.458687,8183574.707246,"1.13.76.489",716,3,8,8,0,0,0.0561997335694136
231754.717929,8183316.096218,"1.13.76.49",701,5,5,8,1,0,0.00244657715623312
231719.928463,8183568.785057,"1.13.76.490",716,3,8,8,0,0,0.0638223252505852
231715.368402,8183577.042524,"1.13.76.491",716,3,8,8,0,0,0.0527785703739271
231715.254719,8183584.238812,"1.13.76.492",716,3,8,8,0,0,0.0456361419482624
231712.344527,8183588.404664,"1.13.76.493",716,3,8,8,0,0,0.0465364480523378
231710.834108,8183593.122707,"1.13.76.494",716,16,5,8,1,0,0.00230651653562211
231708.313367,8183597.958249,"1.13.76.495",716,16,5,8,1,0,0.00232471172198548
231705.210275,8183603.625171,"1.13.76.496",716,3,8,8,0,0,0.0523584275253586
231702.261169,8183613.857515,"1.13.76.497",716,16,5,8,1,0,0.00232682744133005
231696.768387,8183621.657349,"1.13.76.498",716,13,5,8,1,0,0.00234121433287318
231693.754025,8183629.673475,"1.13.76.499",716,3,8,8,0,0,0.0568599580457355
231837.263192,8183308.704804,"1.13.76.5",700,24,4,8,1,0,0.00240130076225917
231760.175252,8183310.3775,"1.13.76.50",701,3,8,8,0,0,0.0842892840165656
231690.823871,8183633.753518,"1.13.76.500",716,18,5,8,1,0,0.00234925406638257
231687.434206,8183640.353316,"1.13.76.501",716,18,5,8,1,0,0.00234079118900426
231684.730941,8183647.745169,"1.13.76.502",716,15,5,8,1,0,0.00235390864894064
231682.743344,8183651.873252,"1.13.76.503",716,14,5,8,1,0,0.00236321781405678
231679.99266,8183657.249873,"1.13.76.504",716,3,8,8,0,0,0.0769067739631475
231675.765519,8183665.899033,"1.13.76.505",716,15,5,8,1,0,0.00243938371046156
231670.68597,8183673.94318,"1.13.76.506",716,15,5,8,1,0,0.00246181033551407
231657.923365,8183704.257771,"1.13.76.507",717,3,8,8,0,0,0.453654868315227
231655.975962,8183714.010764,"1.13.76.508",717,18,5,8,1,0,0.00389161346857932
231651.597668,8183721.701529,"1.13.76.509",717,3,8,8,0,0,0.452874603025029
231763.617649,8183306.191518,"1.13.76.51",701,30,4,8,1,0,0.00241907280475362
231650.129489,8183732.148772,"1.13.76.510",717,3,8,8,0,0,0.441530746113679
231646.416226,8183739.355572,"1.13.76.511",717,14,5,8,0,0,0.425685358681952
231639.620151,8183746.124182,"1.13.76.512",717,15,5,8,1,0,0.00377778776784107
231638.517868,8183754.550835,"1.13.76.513",717,3,8,8,0,0,0.415781991537123
231645.79398,8183756.293781,"1.13.76.514",717,3,8,8,0,0,0.42538525664726
231654.542001,8183760.200114,"1.13.76.515",717,3,8,8,0,0,0.450833909189124
231665.438415,8183766.196357,"1.13.76.516",717,3,8,8,0,0,0.481504337134626
231668.512555,8183758.187687,"1.13.76.517",717,3,8,8,0,0,0.49560913276514
231671.530421,8183751.291197,"1.13.76.518",717,24,7,8,1,1,0.00705
231673.942032,8183744.255513,"1.13.76.519",717,3,8,8,0,0,0.506172724386291
231668.186301,8183263.777226,"1.13.76.52",702,3,8,8,0,0,0.122642324050177
231676.973031,8183735.693069,"1.13.76.520",717,3,8,8,0,0,0.488526724746414
231682.720355,8183728.696617,"1.13.76.521",717,3,8,8,0,0,0.470940745513475
231685.453454,8183721.94911,"1.13.76.522",717,14,5,8,1,1,0.00705
231689.024978,8183717.644122,"1.13.76.523",717,14,5,8,1,0,0.00387045627513355
231680.319013,8183715.108377,"1.13.76.524",717,13,7,8,1,0,0.00400332344997299
231674.607034,8183711.725898,"1.13.76.525",717,3,8,8,1,1,0.00705
231666.375674,8183707.857584,"1.13.76.526",717,14,5,8,1,1,0.00705
231643.69111,8183695.244889,"1.13.76.527",718,18,5,8,1,0,0.00302882311986075
231636.030542,8183692.189402,"1.13.76.528",718,3,8,8,0,0,0.238781811475902
231631.482495,8183691.922216,"1.13.76.529",718,3,8,8,0,0,0.239742137986916
231659.711151,8183261.409832,"1.13.76.53",702,3,8,8,0,0,0.100854916331553
231625.583914,8183690.024754,"1.13.76.530",718,3,8,8,0,0,0.235900831942861
231620.256318,8183685.765989,"1.13.76.531",718,3,8,8,0,0,0.232719750375128
231612.215503,8183686.793126,"1.13.76.532",718,3,8,8,0,0,0.217834689454415
231604.103378,8183693.480806,"1.13.76.533",718,3,8,8,0,0,0.225757383170278
231596.534186,8183695.630331,"1.13.76.534",718,3,8,8,0,0,0.228038158633936
231605.950792,8183754.82039,"1.13.76.535",720,18,7,8,1,0,0.00246731120580998
231600.421735,8183745.613732,"1.13.76.536",720,21,7,8,1,0,0.0024241505311806
231595.115871,8183737.853863,"1.13.76.537",720,18,5,8,1,0,0.00238522129524038
231591.103805,8183730.54567,"1.13.76.538",720,18,5,8,1,0,0.00241907280475362
231589.387027,8183721.490933,"1.13.76.539",720,18,5,8,1,0,0.00243726799111698
231651.561632,8183259.95126,"1.13.76.54",702,16,5,8,1,0,0.00246646491807214
231586.690182,8183712.198879,"1.13.76.540",720,18,5,8,1,0,0.00258240633815497
231581.53031,8183703.030133,"1.13.76.541",720,7,7,8,1,1,0.00705
231574.655867,8183710.225017,"1.13.76.542",720,3,8,8,0,0,0.129184548406458
231566.707708,8183713.589397,"1.13.76.543",720,3,8,8,0,0,0.108537528419663
231555.536762,8183717.854547,"1.13.76.544",720,3,8,8,0,0,0.0914317124422304
231558.631827,8183723.702591,"1.13.76.545",720,7,7,8,1,0,0.00241695708540904
231562.885744,8183729.669141,"1.13.76.546",720,7,7,8,1,0,0.00237041125982834
231566.268967,8183733.634535,"1.13.76.547",720,3,8,8,0,0,0.0670634272252566
231568.945971,8183739.364334,"1.13.76.548",720,13,7,8,1,0,0.00234163747674209
231570.203429,8183743.289547,"1.13.76.549",720,14,7,8,1,0,0.00235179292959606
231640.319964,8183255.695534,"1.13.76.55",702,16,5,8,1,0,0.00248931468699358
231573.447984,8183746.934851,"1.13.76.550",720,7,7,8,1,0,0.00234798463477582
231576.009178,8183751.540958,"1.13.76.551",720,7,7,8,1,0,0.00234206062061101
231579.57142,8183756.464978,"1.13.76.552",720,7,7,8,1,0,0.00235940951923654
231582.810642,8183764.338642,"1.13.76.553",720,7,7,8,1,0,0.00241145621511314
231596.859054,8183757.773731,"1.13.76.554",720,3,8,8,0,0,0.0862099370385931
231620.458718,8183801.121541,"1.13.76.555",721,16,7,8,1,0,0.00312445363423564
231654.934949,8183798.116174,"1.13.76.556",721,3,8,8,0,0,0.365604931336655
231636.449389,8183835.96054,"1.13.76.557",721,11,7,8,1,0,0.00272966040453754
231629.226583,8183852.627502,"1.13.76.558",721,3,8,8,0,0,0.156673894784227
231625.726499,8183867.435178,"1.13.76.559",721,3,8,8,0,0,0.15691397641198
231639.258767,8183262.18123,"1.13.76.56",702,16,5,8,0,0,0.0892109573855111
231621.232717,8183876.958621,"1.13.76.560",721,3,8,8,0,0,0.183923159534242
231617.033855,8183837.58641,"1.13.76.561",721,16,7,8,1,0,0.00270469491627153
231556.74374,8183782.653064,"1.13.76.562",722,3,8,8,0,0,0.0856697533761479
231537.202159,8183791.108157,"1.13.76.563",722,13,7,8,1,0,0.00239283788488086
231538.75502,8183799.08252,"1.13.76.564",722,7,7,8,1,0,0.00236702610887702
231547.998664,8183808.325912,"1.13.76.565",722,11,7,8,1,0,0.00236871868435268
231553.343405,8183819.075942,"1.13.76.566",722,7,7,8,0,0,0.058780611067763
231558.183136,8183828.889366,"1.13.76.567",722,3,8,8,0,0,0.0599209987995919
231563.435818,8183837.748791,"1.13.76.568",722,7,7,8,1,0,0.00234925406638257
231567.032588,8183849.981629,"1.13.76.569",722,7,7,8,1,0,0.00234121433287318
231637.704609,8183269.272724,"1.13.76.57",702,16,5,8,0,0,0.0825486922153532
