"X","Y","unicode","block_num","FR_D","FR_M","FR_A","opened","infested","p.i"
234284.099842,8181206.446986,"1.13.11.3",1135,17,1,7,0,0,0.321009768981454
234609.700172,8181196.123545,"1.13.11.30",1142,17,1,7,0,0,0.130084854510534
234605.085566,8181203.529144,"1.13.11.31",1142,17,1,7,0,0,0.13458638503091
234601.849921,8181214.176378,"1.13.11.32",1142,17,1,7,0,0,0.133746099333773
234599.592884,8181223.551136,"1.13.11.33",1142,17,1,7,1,0,0.00261541155993038
234622.813811,8181222.894634,"1.13.11.34",1142,17,1,7,0,0,0.110878324290259
234627.234766,8181212.682141,"1.13.11.35",1142,17,1,7,1,0,0.0024761972270572
234626.514823,8181205.528877,"1.13.11.36",1142,17,1,7,1,0,0.00246688806194106
234628.700045,8181196.807304,"1.13.11.37",1142,17,1,7,1,0,0.00253882251965668
234657.544543,8181201.508314,"1.13.11.38",1143,17,1,7,0,0,0.106976997839265
234655.38254,8181209.771346,"1.13.11.39",1143,17,1,7,0,0,0.0890909165716344
234313.488844,8181208.45973,"1.13.11.4",1136,17,1,7,0,0,0.269032096572835
234651.980739,8181219.342222,"1.13.11.40",1143,17,1,7,1,0,0.00245588632134926
234650.035128,8181228.769564,"1.13.11.41",1143,17,1,7,1,0,0.00243557541564132
234672.982803,8181231.384761,"1.13.11.42",1143,17,1,7,0,0,0.106376793769882
234676.209915,8181220.517188,"1.13.11.43",1143,17,1,7,1,0,0.00251893475781766
234677.263704,8181206.982941,"1.13.11.44",1143,17,1,7,0,0,0.118620956785307
234710.500194,8181204.311887,"1.13.11.45",1144,17,1,7,0,0,0.247844892923594
234705.935003,8181212.941815,"1.13.11.46",1144,17,1,7,0,0,0.2395620767661
234703.344289,8181223.394309,"1.13.11.47",1144,17,1,7,0,0,0.227918117820059
234703.949133,8181233.884865,"1.13.11.48",1144,17,1,7,0,0,0.237281301302443
234721.379172,8181234.322643,"1.13.11.49",1144,17,1,7,0,0,0.23884183188284
234308.743495,8181218.780385,"1.13.11.5",1136,17,1,7,0,0,0.265790994598163
234724.424797,8181225.627058,"1.13.11.50",1144,17,1,7,0,0,0.235300627873477
234726.915889,8181216.433622,"1.13.11.51",1144,17,1,7,0,0,0.239862178800792
234729.772011,8181205.165002,"1.13.11.52",1144,17,1,7,0,0,0.2622497905888
234758.097123,8181209.965442,"1.13.11.53",1145,17,1,7,1,0,0.00294757949702899
234756.553396,8181218.444568,"1.13.11.54",1145,17,1,7,0,0,0.174439935237981
234756.83973,8181228.590501,"1.13.11.55",1145,17,1,7,0,0,0.169878384310666
234753.207329,8181235.759309,"1.13.11.56",1145,17,1,7,1,0,0.00285491098973651
234319.544881,8181223.716766,"1.13.11.6",1136,17,1,7,0,0,0.252826586699478
234358.853423,8181210.041685,"1.13.11.7",1137,17,1,7,0,0,0.179181547386111
234354.512096,8181221.588311,"1.13.11.8",1137,17,1,7,0,0,0.148090976592041
234351.846624,8181230.401734,"1.13.11.9",1137,17,1,7,0,0,0.134346303403157
234801.846587,8181599.902659,"1.13.12.100",1164,19,3,8,1,0,0.00298693187683812
234801.832797,8181587.613076,"1.13.12.101",1164,24,3,8,0,0,0.242803178740772
234789.717826,8181590.083646,"1.13.12.102",1164,24,3,8,0,0,0.229838770842086
234781.784323,8181594.618948,"1.13.12.103",1164,24,3,8,0,0,0.234640403397155
234771.582489,8181595.1352,"1.13.12.104",1164,24,3,8,0,0,0.259428831462697
234780.415244,8181610.96257,"1.13.12.105",1164,19,3,8,1,0,0.00306182834163616
234786.213537,8181623.544908,"1.13.12.106",1164,24,3,8,0,0,0.250005627573375
234838.59579,8181614.947761,"1.13.12.107",1165,24,3,8,0,0,0.205230403997359
234855.680991,8181610.712563,"1.13.12.108",1165,24,3,8,0,0,0.221195832242963
234853.464634,8181601.561151,"1.13.12.109",1165,24,3,8,0,0,0.20042877144229
234848.530147,8181594.282888,"1.13.12.110",1165,24,3,8,0,0,0.194006587899886
234848.830254,8181578.375546,"1.13.12.111",1165,24,3,8,1,0,0.00289045507472541
234838.562541,8181582.588489,"1.13.12.112",1165,24,3,8,0,0,0.190345343076646
234829.950443,8181584.446258,"1.13.12.113",1165,24,3,8,0,0,0.201449118360242
234822.405502,8181585.823089,"1.13.12.114",1165,24,3,8,0,0,0.21105238347038
234830.438128,8181598.79122,"1.13.12.115",1165,24,3,8,0,0,0.190825506332153
234833.840768,8181607.398972,"1.13.12.116",1165,19,3,8,1,0,0.00288368477282276
234895.099209,8181608.936908,"1.13.12.117",1166,24,3,8,0,0,0.196587465398235
234913.294135,8181608.339914,"1.13.12.118",1166,24,3,8,0,0,0.193226322609687
234916.67299,8181598.611432,"1.13.12.119",1166,24,3,8,0,0,0.184283281975872
234913.532078,8181589.826297,"1.13.12.120",1166,24,3,8,0,0,0.16861795576496
234916.969113,8181576.310646,"1.13.12.121",1166,24,3,8,0,0,0.179421629013865
234907.811582,8181574.402797,"1.13.12.122",1166,25,3,8,1,0,0.00281767432927195
234898.881939,8181574.581453,"1.13.12.123",1166,24,3,8,0,0,0.182842792209351
234888.805399,8181575.791637,"1.13.12.124",1166,24,3,8,0,0,0.20336977138227
234892.562525,8181591.425094,"1.13.12.125",1166,24,3,8,0,0,0.201689199987996
234893.500016,8181599.348852,"1.13.12.126",1166,24,3,8,0,0,0.199468444931277
234941.632458,8181607.734607,"1.13.12.127",1167,24,3,8,0,0,0.224797056659264
234960.367463,8181607.62,"1.13.12.128",1167,24,3,8,0,0,0.231279260608607
234963.129719,8181597.591428,"1.13.12.129",1167,24,3,8,0,0,0.218494913930736
234960.871087,8181587.644711,"1.13.12.130",1167,24,3,8,0,0,0.216514240501771
234964.394283,8181574.656244,"1.13.12.131",1167,24,3,8,0,0,0.221435913870716
234943.893487,8181574.24954,"1.13.12.132",1167,24,3,8,0,0,0.192085934877858
234935.411991,8181573.993266,"1.13.12.133",1167,24,3,8,1,0,0.0028984948082348
234940.585376,8181588.668904,"1.13.12.134",1167,24,3,8,0,0,0.206370791729188
234940.309145,8181598.523013,"1.13.12.135",1167,24,3,8,0,0,0.213573240561791
234938.458025,8181545.82189,"1.13.12.136",1168,24,3,8,1,0,0.00261498841606146
234954.02142,8181544.641994,"1.13.12.137",1168,24,3,8,0,0,0.150431772462637
234959.588517,8181526.740302,"1.13.12.138",1168,24,3,8,0,0,0.146890568453274
234961.783548,8181513.315796,"1.13.12.139",1168,24,3,8,0,0,0.151392098973651
234951.000975,8181513.521041,"1.13.12.140",1168,24,3,8,0,0,0.129724732068903
234939.975985,8181515.940742,"1.13.12.141",1168,24,3,8,0,0,0.123662670968129
234931.197089,8181515.693626,"1.13.12.142",1168,24,3,8,0,0,0.129184548406458
234936.635677,8181528.194447,"1.13.12.143",1168,24,3,8,1,0,0.00256886573434968
234939.665591,8181538.442533,"1.13.12.144",1168,24,3,8,0,0,0.118080773122862
234934.587188,8181488.878603,"1.13.12.145",1169,24,3,8,0,0,0.0930522634295661
234954.043865,8181489.349911,"1.13.12.146",1169,24,3,8,0,0,0.1049963244103
234954.246474,8181479.311594,"1.13.12.147",1169,24,3,8,0,0,0.09437271238221
234954.46769,8181468.188427,"1.13.12.148",1169,24,3,8,1,0,0.00247873609027069
234960.100228,8181452.8969,"1.13.12.149",1169,24,3,8,0,0,0.109917997779245
234949.041513,8181452.044596,"1.13.12.150",1169,24,3,8,1,0,0.00248042866574635
234938.742352,8181454.678942,"1.13.12.151",1169,24,3,8,0,0,0.0893910186063262
234930.191519,8181453.178916,"1.13.12.152",1169,24,3,8,0,0,0.104636201968669
234930.836298,8181470.109699,"1.13.12.153",1169,24,3,8,0,0,0.0855497125622712
234934.969122,8181479.767428,"1.13.12.154",1169,24,3,8,0,0,0.0878905084328672
234937.412804,8181429.138781,"1.13.12.155",1170,24,3,8,0,0,0.216574260908709
234954.612825,8181428.984034,"1.13.12.156",1170,24,3,8,0,0,0.210032036552428
234957.173548,8181418.28759,"1.13.12.157",1170,24,3,8,0,0,0.215673954804634
234958.139353,8181406.837663,"1.13.12.158",1170,24,3,8,0,0,0.225157179100894
234909.450085,8181457.604577,"1.13.12.159",1171,24,3,8,1,0,0.0023801435688134
234899.707939,8181458.526239,"1.13.12.160",1171,19,3,8,1,0,0.00236321781405678
234888.875341,8181467.562238,"1.13.12.161",1171,24,3,8,1,0,0.00236998811595943
234886.159262,8181480.379003,"1.13.12.162",1171,24,3,8,1,0,0.00240807106416182
234886.727087,8181489.056096,"1.13.12.163",1171,24,3,8,0,0,0.0956931613348539
234906.84283,8181488.789641,"1.13.12.164",1171,24,3,8,1,0,0.00243303655242783
234910.64608,8181480.076447,"1.13.12.165",1171,24,3,8,0,0,0.0725853046635856
234908.858734,8181469.852906,"1.13.12.166",1171,24,3,8,0,0,0.066463223155873
234911.325866,8181513.486989,"1.13.12.167",1172,24,3,8,1,0,0.00260567925094532
234903.506175,8181512.903041,"1.13.12.168",1172,24,3,8,0,0,0.123602650561191
234892.930328,8181513.784348,"1.13.12.169",1172,24,3,8,0,0,0.127203874977492
234883.395927,8181516.150715,"1.13.12.170",1172,24,3,8,1,0,0.00264757049396795
234889.506518,8181529.736819,"1.13.12.171",1172,24,3,8,0,0,0.14923136432387
234890.353302,8181541.402487,"1.13.12.172",1172,24,3,8,0,0,0.171318874077186
234892.300434,8181549.998721,"1.13.12.173",1172,24,3,8,0,0,0.189625098193386
234912.790577,8181548.383536,"1.13.12.174",1172,24,3,8,0,0,0.166097098673549
234913.896684,8181540.258528,"1.13.12.175",1172,24,3,8,0,0,0.150851915311206
234913.69241,8181529.243679,"1.13.12.176",1172,24,3,8,0,0,0.147430752115719
234861.986485,8181552.505889,"1.13.12.177",1173,22,8,7,0,0,0.365965053778285
234868.528021,8181535.284967,"1.13.12.178",1173,22,8,7,0,0,0.343157299141708
234865.924825,8181516.454747,"1.13.12.179",1173,22,8,7,1,0,0.00319004093391753
234856.973887,8181516.188359,"1.13.12.180",1173,22,8,7,0,0,0.287998545165356
234845.592983,8181515.620509,"1.13.12.181",1173,22,8,7,1,0,0.00332375439649481
234852.214994,8181531.944672,"1.13.12.182",1173,22,8,7,1,1,0.00705
234834.354095,8181556.599618,"1.13.12.183",1174,24,3,8,0,0,0.298682177600384
234833.326264,8181545.531916,"1.13.12.184",1174,24,3,8,0,0,0.295381055218774
234830.814508,8181538.917706,"1.13.12.185",1174,24,3,8,0,0,0.292380034871856
234827.724941,8181522.992915,"1.13.12.186",1174,24,3,8,0,0,0.290879524698397
234818.543773,8181526.705175,"1.13.12.187",1174,24,3,8,0,0,0.280736075925815
234810.230936,8181527.439513,"1.13.12.188",1174,24,3,8,0,0,0.27065264756017
234802.374719,8181529.597363,"1.13.12.189",1174,24,3,8,0,0,0.288418688013925
234809.88287,8181544.56188,"1.13.12.190",1174,24,3,8,0,0,0.293400381789809
234812.758663,8181553.39897,"1.13.12.191",1174,24,3,8,0,0,0.29628136132285
234816.964749,8181559.74914,"1.13.12.192",1174,24,3,8,0,0,0.290759483884521
234787.068653,8181568.467511,"1.13.12.193",1175,24,3,8,0,0,0.388352665566293
234785.628787,8181558.988993,"1.13.12.194",1175,19,3,8,1,1,0.00705
234783.388244,8181548.866199,"1.13.12.195",1175,24,3,8,0,0,0.332233585078927
234782.607439,8181533.325872,"1.13.12.196",1175,24,3,8,1,0,0.00305294232038893
234771.394722,8181538.156095,"1.13.12.197",1175,19,3,8,1,0,0.00301951395474461
234763.791319,8181540.430048,"1.13.12.198",1175,24,3,8,0,0,0.25090593367745
234754.757807,8181544.373843,"1.13.12.199",1175,24,3,8,1,0,0.00307198379449013
234764.093301,8181556.770479,"1.13.12.200",1175,24,3,8,0,0,0.28601787173639
234766.936742,8181566.645892,"1.13.12.201",1175,24,3,8,0,0,0.297061626613048
234769.479698,8181574.844673,"1.13.12.202",1175,19,3,8,1,0,0.00330725178560711
234750.60677,8181518.124817,"1.13.12.203",1176,24,3,8,0,0,0.275874422963808
234768.059643,8181512.845377,"1.13.12.204",1176,24,3,8,0,0,0.264110423203889
234765.628213,8181504.61654,"1.13.12.205",1176,24,3,8,0,0,0.252406443850909
234763.644511,8181494.587074,"1.13.12.206",1176,19,3,8,1,0,0.00310583530400336
234762.130915,8181480.242,"1.13.12.207",1176,24,3,8,1,1,0.00705
234754.098824,8181483.871606,"1.13.12.208",1176,24,3,8,1,0,0.00323616361562931
234742.178032,8181483.61454,"1.13.12.209",1176,19,3,8,0,0,0.298622157193446
234732.528164,8181485.541128,"1.13.12.210",1176,24,3,8,0,0,0.315487891543125
234745.404882,8181499.437921,"1.13.12.211",1176,25,3,8,1,0,0.00310498901626553
234747.287656,8181509.225072,"1.13.12.212",1176,24,3,8,0,0,0.270352545525479
234796.695829,8181503.746129,"1.13.12.213",1177,24,3,8,1,0,0.00247535093931937
234813.82893,8181498.797123,"1.13.12.214",1177,19,3,8,1,0,0.0024541937458736
234812.168234,8181489.570051,"1.13.12.215",1177,24,3,8,1,0,0.00239495360422544
234809.738906,8181479.207628,"1.13.12.216",1177,24,3,8,0,0,0.0786473657643599
234807.597885,8181464.707153,"1.13.12.217",1177,24,3,8,0,0,0.0890909165716344
234798.135801,8181468.182701,"1.13.12.218",1177,24,3,8,1,0,0.00240934049576856
234788.245828,8181470.342658,"1.13.12.219",1177,24,3,8,0,0,0.0817084065182162
234779.419244,8181473.920891,"1.13.12.220",1177,19,3,8,1,0,0.00251978104555549
234790.660591,8181487.230781,"1.13.12.221",1177,19,3,8,1,0,0.00240680163255507
234793.981872,8181495.472332,"1.13.12.222",1177,19,3,8,1,0,0.00240637848868615
234839.488418,8181483.137023,"1.13.12.223",1178,24,3,8,0,0,0.148331058219795
234835.422808,8181472.618804,"1.13.12.224",1178,24,3,8,0,0,0.117840691495108
234848.599077,8181467.450574,"1.13.12.225",1178,24,3,8,1,0,0.00243599855951023
234856.998931,8181462.485538,"1.13.12.226",1178,25,3,8,1,0,0.00242076538022928
234864.239335,8181455.966912,"1.13.12.227",1178,24,3,8,0,0,0.0839891819818738
234871.981995,8181448.653596,"1.13.12.228",1178,24,3,8,0,0,0.0851295697137027
234880.078215,8181440.781954,"1.13.12.229",1178,24,3,8,0,0,0.0932923450573195
234886.577773,8181436.891476,"1.13.12.230",1178,24,3,8,0,0,0.0922719981393674
234894.095702,8181430.18082,"1.13.12.231",1178,24,3,8,0,0,0.1049963244103
234902.522786,8181421.0369,"1.13.12.232",1178,24,3,8,0,0,0.117720650681232
234908.954017,8181417.180108,"1.13.12.233",1178,24,3,8,0,0,0.130024834103595
234917.782018,8181410.745355,"1.13.12.234",1178,24,3,8,0,0,0.139628099213733
234924.534813,8181404.86095,"1.13.12.235",1178,24,3,8,0,0,0.151392098973651
234931.335986,8181400.807569,"1.13.12.236",1178,24,3,8,0,0,0.156373792749535
234941.829213,8181392.373966,"1.13.12.237",1178,24,3,8,0,0,0.186203934997899
234893.741144,8181395.208104,"1.13.12.238",1179,18,1,7,0,0,0.152952629554048
234882.343456,8181404.927325,"1.13.12.239",1179,18,1,7,1,0,0.00248085180961527
234873.453803,8181410.56894,"1.13.12.240",1179,18,1,7,0,0,0.081348284076586
234870.990636,8181415.568735,"1.13.12.241",1179,18,1,7,1,0,0.00241611079767121
234859.273121,8181422.441271,"1.13.12.242",1179,18,1,7,1,0,0.00241230250285097
234851.80291,8181429.235728,"1.13.12.243",1179,25,3,8,1,0,0.00238225928815797
234845.031748,8181434.351495,"1.13.12.244",1179,18,1,7,1,0,0.00239029902166737
234839.617516,8181440.581384,"1.13.12.245",1179,18,1,7,0,0,0.0680837741432087
234831.375842,8181447.040553,"1.13.12.246",1179,18,1,7,1,0,0.00242838196986976
234823.043133,8181455.505097,"1.13.12.247",1179,18,1,7,0,0,0.0993544061580938
234795.015561,8181442.149241,"1.13.12.248",1180,24,3,8,0,0,0.106136712142128
234791.879849,8181433.805561,"1.13.12.249",1180,24,3,8,0,0,0.0956931613348539
234787.085872,8181424.906927,"1.13.12.250",1180,19,3,8,1,0,0.00248296752895985
234765.558656,8181421.261099,"1.13.12.251",1180,19,3,8,1,0,0.00250116271532321
234771.279095,8181430.383851,"1.13.12.252",1180,19,3,8,1,0,0.0024131487905888
234771.621814,8181439.857698,"1.13.12.253",1180,19,3,8,1,0,0.00241145621511314
234776.676363,8181448.527895,"1.13.12.254",1180,19,3,8,1,0,0.0024596946161695
234748.312989,8181456.697029,"1.13.12.255",1181,19,3,8,1,0,0.00313249336774503
234745.892302,8181447.112738,"1.13.12.256",1181,19,3,8,1,0,0.00307494580157253
234743.529037,8181437.328427,"1.13.12.257",1181,24,3,8,0,0,0.253786913210492
234737.57687,8181428.305968,"1.13.12.258",1181,24,3,8,0,0,0.275334239301362
234715.853372,8181425.752301,"1.13.12.259",1181,24,3,8,0,0,0.310866320208871
234722.377609,8181433.141846,"1.13.12.260",1181,24,3,8,0,0,0.286438014584959
234724.203087,8181442.240495,"1.13.12.261",1181,19,3,8,1,0,0.00323235532080908
234728.072848,8181452.600174,"1.13.12.262",1181,24,3,8,1,0,0.00336352992017286
234732.035279,8181460.648095,"1.13.12.263",1181,19,3,8,1,1,0.00705
234999.5676,8181679.368641,"1.13.12.70",1159,22,1,7,1,0,0.00331317579977192
234966.322572,8181683.06341,"1.13.12.71",1160,24,3,8,0,0,0.300122667366905
234968.90027,8181662.303104,"1.13.12.72",1160,24,3,8,0,0,0.29189987161635
234966.524684,8181643.062902,"1.13.12.73",1160,24,3,8,0,0,0.290339341035952
234956.721978,8181640.706128,"1.13.12.74",1160,24,3,8,0,0,0.293760504231439
234949.138904,8181644.560347,"1.13.12.75",1160,24,3,8,0,0,0.284157239121301
234941.269577,8181643.467059,"1.13.12.76",1160,24,3,8,0,0,0.274734035231979
234946.638181,8181659.817833,"1.13.12.77",1160,24,3,8,0,0,0.278035157613589
234949.603333,8181672.88525,"1.13.12.78",1160,24,3,8,0,0,0.28787850435148
234951.325438,8181685.357474,"1.13.12.79",1160,24,3,8,0,0,0.295981259288158
234921.176233,8181688.001048,"1.13.12.80",1161,24,3,8,0,0,0.287098239061281
234920.722789,8181678.882619,"1.13.12.81",1161,24,3,8,0,0,0.275094157673609
234918.897457,8181669.108337,"1.13.12.82",1161,24,3,8,0,0,0.26921215779365
234918.209911,8181658.684271,"1.13.12.83",1161,24,3,8,0,0,0.265310831342657
234922.105053,8181643.490961,"1.13.12.84",1161,24,3,8,0,0,0.26555091297041
234911.490448,8181644.062029,"1.13.12.85",1161,24,3,8,0,0,0.256007668267211
234901.590222,8181645.656764,"1.13.12.86",1161,24,3,8,0,0,0.2578683008823
234892.304194,8181644.405151,"1.13.12.87",1161,24,3,8,0,0,0.26297003547206
234897.890376,8181665.473949,"1.13.12.88",1161,19,3,8,1,0,0.00324928107556569
234874.155737,8181662.369873,"1.13.12.89",1162,24,3,8,0,0,0.313627258928036
234873.13823,8181647.838089,"1.13.12.90",1162,24,3,8,0,0,0.306424810095432
234862.718896,8181647.284027,"1.13.12.91",1162,24,3,8,0,0,0.310686258988056
234845.350991,8181646.429069,"1.13.12.92",1162,24,3,8,0,0,0.318849034331673
234848.693795,8181655.369848,"1.13.12.93",1162,24,3,8,0,0,0.326351585198968
234853.297198,8181664.67254,"1.13.12.94",1162,24,3,8,0,0,0.31896907514555
234856.87092,8181675.140496,"1.13.12.95",1162,24,3,8,0,0,0.321790034271652
234834.319571,8181695.162939,"1.13.12.96",1163,19,3,8,1,0,0.00359456647260068
234824.726994,8181655.682231,"1.13.12.97",1163,24,3,8,0,0,0.387452359462217
234787.211847,8181630.766667,"1.13.12.98",1164,24,3,8,0,0,0.272933423023828
234808.224206,8181619.960124,"1.13.12.99",1164,24,3,8,0,0,0.268311851689574
234306.18178,8181591.203953,"1.13.13.56",984,18,1,7,0,0,0.420163481243623
234290.314971,8181595.645641,"1.13.13.57",984,18,1,7,1,1,0.00705
234279.779955,8181596.676819,"1.13.13.58",984,18,1,7,1,0,0.00357679443010624
234269.537721,8181600.206901,"1.13.13.59",984,18,1,7,1,0,0.00349766652661905
234277.529905,8181612.400367,"1.13.13.60",984,18,1,7,1,0,0.00343419494628174
234292.889045,8181614.496161,"1.13.13.61",984,18,1,7,1,0,0.00345831414680992
234305.022799,8181608.509076,"1.13.13.62",984,18,1,7,1,0,0.00358060272492647
234150.879905,8181838.073101,"1.13.18.1",1235,9,1,7,0,0,0.256307770301903
234208.134557,8181868.375227,"1.13.18.10",1236,5,1,7,1,0,0.00236956497209051
234092.607212,8181964.584716,"1.13.18.100",1243,9,1,7,1,0,0.00248508324830442
234099.42119,8181968.159569,"1.13.18.101",1243,9,1,7,1,0,0.00253966880739451
234106.344308,8181971.87039,"1.13.18.102",1243,9,1,7,1,0,0.00266238052937999
234118.400996,8181980.230065,"1.13.18.103",1244,9,1,7,1,0,0.00327890114638977
234125.379483,8181982.020354,"1.13.18.104",1244,8,1,7,1,1,0.00705
234131.47581,8181987.003236,"1.13.18.105",1244,9,1,7,0,0,0.333313952403817
234138.703119,8181990.878256,"1.13.18.106",1244,10,1,7,0,0,0.303003646899946
234145.371311,8181993.44211,"1.13.18.107",1244,9,1,7,1,0,0.00313249336774503
234152.407155,8182000.767503,"1.13.18.108",1244,10,1,7,0,0,0.309185748814597
234159.571867,8181985.125883,"1.13.18.109",1244,9,1,7,1,0,0.00309525670728048
234215.206668,8181871.773545,"1.13.18.11",1236,9,1,7,1,0,0.002372103835304
234152.799754,8181979.899855,"1.13.18.110",1244,9,1,7,1,0,0.00307240693835904
234145.650416,8181976.352535,"1.13.18.111",1244,9,1,7,1,0,0.00312403049036672
234140.143812,8181972.137897,"1.13.18.112",1244,9,1,7,1,1,0.00705
234133.059782,8181970.010266,"1.13.18.113",1244,9,1,7,1,0,0.00318200120040814
234125.626792,8181964.834202,"1.13.18.114",1244,9,1,7,1,0,0.00314095624512334
234097.801309,8181987.534996,"1.13.18.115",1245,10,1,7,0,0,0.168858037392714
234089.267642,8181983.868322,"1.13.18.116",1245,10,1,7,1,0,0.00256632687113619
234083.159185,8181981.635081,"1.13.18.117",1245,10,1,7,1,0,0.00250793301722586
234076.26752,8181976.323925,"1.13.18.118",1245,10,1,7,0,0,0.104156038713162
234071.867211,8181972.899684,"1.13.18.119",1245,10,1,7,0,0,0.102355426505012
234221.948754,8181875.435576,"1.13.18.12",1236,9,1,7,1,0,0.00240510905707941
234065.086304,8181969.763007,"1.13.18.120",1245,10,1,7,0,0,0.0962333449972991
234059.07373,8181967.292146,"1.13.18.121",1245,10,1,7,0,0,0.0995344673789088
234048.690741,8181961.014118,"1.13.18.122",1245,10,1,7,0,0,0.0961133041834224
234040.560566,8181957.597883,"1.13.18.123",1245,10,1,7,1,0,0.00244488458075746
234035.150738,8181951.726686,"1.13.18.124",1245,10,1,7,1,0,0.00245080859492227
234029.534111,8181945.073488,"1.13.18.125",1245,10,1,7,1,0,0.0025037015785367
234023.618774,8181953.803035,"1.13.18.126",1245,10,1,7,0,0,0.126423609687294
